Notes,Jurisdiction,Jurisdiction_Long,GearType,Stakeholders,Index,Species,RPC-,DirectImpacts-PersonalIncomeMultipliers_000_2006,IndirectImpacts-PersonalIncomeMultipliers_000_2006,InducedImpacts-PersonalIncomeMultipliers_000_2006,TotalImpacts-PersonalIncomeMultipliers_000_2006,DirectImpacts-OutputMultipliers_000_2006,IndirectImpacts-OutputMultipliers_000_2006,InducedImpacts-OutputMultipliers_000_2006,TotalImpacts-OutputMultipliers_000_2006,DirectImpacts-EmploymentMultipliers_000_2006,IndirectImpacts-EmploymentMultipliers_000_2006,InducedImpacts-EmploymentMultipliers_000_2006,TotalImpacts-EmploymentMultipliers_000_2006,DirectImpacts-PersonalIncomeImpacts_000_2006,IndirectImpacts-PersonalIncomeImpacts_000_2006,InducedImpacts-PersonalIncomeImpacts_000_2006,TotalImpacts-PersonalIncomeImpacts_000_2006,DirectImpacts-OutputImpacts_000_2006,IndirectImpacts-OutputImpacts_000_2006,InducedImpacts-OutputImpacts_000_2006,TotalImpacts-OutputImpacts_000_2006,DirectImpacts-EmploymentImpacts_Full-part-timejobs,IndirectImpacts-EmploymentImpacts_Full-part-timejobs,InducedImpacts-EmploymentImpacts_Full-part-timejobs,TotalImpacts-EmploymentImpacts_Full-part-timejobs,DirectImpacts-ValueAdded,IndirectImpacts-ValueAdded,InducedImpacts-ValueAdded,TotalImpacts-ValueAdded
,AL,Alabama,,Harvesters,4, East Coast Groundfish  ,0.62,0.45,0.22,0.15,0.81,1,0.73,0.49,2.22,28.54,4.11,3.59,36.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,5, HMS  ,0.6,0.36,0.27,0.14,0.76,1,0.84,0.46,2.3,28.54,5.79,3.36,37.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,6, Reef Fish ,0.62,0.41,0.26,0.15,0.82,1,0.77,0.49,2.26,28.54,5.45,3.62,37.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,7, West Coast Groundfish  ,0.68,0.48,0.21,0.16,0.85,1,0.66,0.51,2.17,28.54,3.5,3.74,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,8,West Coast Whiting,0.68,0.48,0.21,0.16,0.85,1,0.66,0.51,2.17,28.54,3.5,3.74,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,9, Halibut ,0.68,0.54,0.18,0.17,0.88,1,0.61,0.53,2.14,28.54,3.35,3.89,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,10, Menhaden & Industrial ,0.51,0.23,0.3,0.12,0.64,1,1.01,0.38,2.39,28.54,5.52,2.82,36.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,11, Salmon ,0.72,0.62,0.17,0.18,0.97,1,0.5,0.59,2.09,28.54,3.06,4.27,35.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,12, Sea Scallop ,0.69,0.41,0.25,0.15,0.81,1,0.74,0.49,2.23,28.54,4.19,3.56,36.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,13,Pelagic Herring and Mackerel,0.69,0.41,0.25,0.15,0.81,1,0.74,0.49,2.23,28.54,4.19,3.56,36.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,14, Surf Clam/Ocean Quahog  ,0.69,0.41,0.25,0.15,0.81,1,0.74,0.49,2.23,28.54,4.19,3.56,36.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,15, Other Trawl  ,0.57,0.36,0.25,0.14,0.75,1,0.84,0.45,2.29,28.54,4.63,3.28,36.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,16, All Other Finfish   ,0.71,0.6,0.17,0.18,0.95,1,0.52,0.58,2.09,28.54,3.03,4.2,35.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,17, All Other Shellfish   ,0.7,0.59,0.17,0.18,0.93,1,0.54,0.57,2.11,6.33,28.54,4.14,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,18, Freshwater  ,0.56,0.33,0.27,0.13,0.72,1,0.88,0.43,2.31,28.54,5.51,3.18,37.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,19, Inshore and Miscellaneous ,0.61,0.34,0.27,0.14,0.74,1,0.86,0.44,2.3,28.54,6.65,3.26,38.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Harvesters,20, Bait ,0.52,0.24,0.3,0.12,0.66,1,0.99,0.39,2.38,28.54,5.44,2.87,36.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,Mark-up on seafood inputs,128.90%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,AL,Alabama,,Processors,1, Shrimp ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,2, Crab ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,3, Lobster ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,4, East Coast Groundfish  ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,5, HMS  ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,6, Reef Fish ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,7, West Coast Groundfish  ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,8,West Coast Whiting,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,9, Halibut ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,4.62,4.03,14.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,10, Menhaden & Industrial ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,11, Salmon ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,12, Sea Scallop ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,13,Pelagic Herring and Mackerel,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,14, Surf Clam/Ocean Quahog  ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,15, Other Trawl  ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,16, All Other Finfish   ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,17, All Other Shellfish   ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,18, Freshwater  ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,19, Inshore and Miscellaneous ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,20, Bait ,0.66,0.34,0.22,0.17,0.73,1,0.62,0.55,2.18,6.01,5.69,4.03,15.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Processors,Mark-up on seafood inputs,62.70%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,AL,Alabama,,Wholesalers,1, Shrimp ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,2, Crab ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,3, Lobster ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,4, East Coast Groundfish  ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,5, HMS  ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,6, Reef Fish ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,7, West Coast Groundfish  ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,8,West Coast Whiting,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,9, Halibut ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,10, Menhaden & Industrial ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,11, Salmon ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,12, Sea Scallop ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,13,Pelagic Herring and Mackerel,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,14, Surf Clam/Ocean Quahog  ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,15, Other Trawl  ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,16, All Other Finfish   ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,17, All Other Shellfish   ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,18, Freshwater  ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,19, Inshore and Miscellaneous ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,20, Bait ,0.68,0.75,0.29,0.15,1.18,1,0.83,0.48,2.31,11.91,5.61,3.55,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Wholesalers,Mark-up on seafood inputs,33.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,AL,Alabama,,Grocers,1, Shrimp ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,2, Crab ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,3, Lobster ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,4, East Coast Groundfish  ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,5, HMS  ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,6, Reef Fish ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,7, West Coast Groundfish  ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,8,West Coast Whiting,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,9, Halibut ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,10, Menhaden & Industrial ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,11, Salmon ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,12, Sea Scallop ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,13,Pelagic Herring and Mackerel,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,14, Surf Clam/Ocean Quahog  ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,15, Other Trawl  ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,16, All Other Finfish   ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,17, All Other Shellfish   ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,18, Freshwater  ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,19, Inshore and Miscellaneous ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,20, Bait ,0.69,0.88,0.19,0.18,1.25,1,0.51,0.58,2.09,34.42,3.78,4.21,42.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Grocers,Mark-up on seafood inputs,182.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,AL,Alabama,,Restaurants,1, Shrimp ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,2, Crab ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,3, Lobster ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,4, East Coast Groundfish  ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,5, HMS  ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,6, Reef Fish ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,7, West Coast Groundfish  ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,8,West Coast Whiting,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,9, Halibut ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,10, Menhaden & Industrial ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,11, Salmon ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,12, Sea Scallop ,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,13,Pelagic Herring and Mackerel,0.76,0.56,0.18,0.2,0.94,1,0.56,0.63,2.19,29.26,4.11,4.58,37.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,14, Surf Clam/Ocean Quahog  ,0.68,0.56,0.18,0.17,0.91,1,0.56,0.55,2.11,29.26,4.11,4.03,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,15, Other Trawl  ,0.68,0.56,0.18,0.17,0.91,1,0.56,0.55,2.11,29.26,4.11,4.03,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,16, All Other Finfish   ,0.68,0.56,0.18,0.17,0.91,1,0.56,0.55,2.11,29.26,4.11,4.03,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,17, All Other Shellfish   ,0.68,0.56,0.18,0.17,0.91,1,0.56,0.55,2.11,29.26,4.11,4.03,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,18, Freshwater  ,0.68,0.56,0.18,0.17,0.91,1,0.56,0.55,2.11,29.26,4.11,4.03,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,19, Inshore and Miscellaneous ,0.68,0.56,0.18,0.17,0.91,1,0.56,0.55,2.11,29.26,4.11,4.03,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AL,Alabama,,Restaurants,20, Bait ,0.68,0.56,0.18,0.17,0.91,1,0.56,0.55,2.11,29.26,4.11,4.03,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AK,Alaska,,Harvesters,1, Shrimp ,0.7,0.54,0.16,0.12,0.82,1,0.61,0.37,1.99,18.35,2.76,2.58,23.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AK,Alaska,,Harvesters,2, Crab ,0.67,0.46,0.24,0.12,0.82,1,0.69,0.37,2.06,18.35,3.87,2.55,24.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AK,Alaska,,Harvesters,3, Lobster ,0.52,0.22,0.29,0.09,0.61,1,0.98,0.27,2.25,18.35,5.14,1.89,25.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AK,Alaska,,Harvesters,4, East Coast Groundfish  ,0.63,0.45,0.21,0.11,0.77,1,0.72,0.35,2.06,18.35,3.86,2.4,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AK,Alaska,,Harvesters,5, HMS  ,0.59,0.36,0.26,0.1,0.72,1,0.82,0.32,2.14,18.35,5.12,2.24,25.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AK,Alaska,,Harvesters,6, Reef Fish ,0.62,0.41,0.26,0.11,0.78,1,0.74,0.35,2.09,18.35,4.83,2.44,25.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,AK,Alaska,,Harvesters,7, West Coast Groundfish  ,0.7,0.48,0.2,0.11,0.8,1,0.66,0.36,2.02,18.35,3.15,2.49,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
